2137	1740
1930	1740
4424418	1740
24264	2137
33020	2137
31264	2137
33615	2137
5810143	2137
23100	2137
31921	2137
7999699	2137
7347	1930
20827	1930
2684	1930
29677	1930
14580597	1930
2452	1930
3005920	4424418
3395745	4424418
3537866	4424418
3599212	4424418
3870461	4424418
4165811	4424418
4320731	4424418
4574234	4424418
4691992	24264
4616916	24264
4630689	24264
4617441	24264
5134353	24264
4723436	24264
4723286	24264
4615866	24264
4921011	24264
4617562	24264
4916342	24264
4723816	24264
27807	24264
28651	24264
24720	24264
4617289	24264
28270	24264
4616059	24264
4631298	24264
7109019	33020
6282383	33020
6600421	33020
6887726	33020
13403331	33020
7066659	33020
6797169	33020
6282651	33020
6253690	33020
6598915	33020
7082025	33020
7255791	33020
1102436	33020
6793231	33020
6791372	33020
6873252	33020
7110615	33020
7277697	33020
6349220	33020
14584110	31264
7938773	31264
7990377	31264
7941170	31264
8330514	31264
8160276	31264
7951464	31264
7941729	31264
7959393	31264
7959659	31264
7967382	31264
14904661	31264
7940448	31264
8180190	31264
7942152	31264
8178741	31264
7967982	31264
14624743	31264
8152657	31264
8458504	31264
7950920	31264
7939159	31264
8001083	31264
7996149	31264
8435388	31264
8306665	31264
2472987	31264
13579829	33615
13576101	33615
13575869	33615
13576355	33615
13599547	33615
13579933	33615
15256915	33615
15180528	33615
5091770	33615
13780180	33615
5855517	33615
13731530	33615
13576982	33615
13577171	33615
15269513	33615
15154774	33615
13413493	33615
13779032	33615
13779244	33615
23271	23100
29378	23100
23773	23100
13811410	31921
13782769	31921
13836841	31921
13780606	31921
13859043	31921
13853808	31921
13791389	31921
13827205	31921
13790712	31921
13781164	31921
13844212	31921
13812607	31921
13797142	31921
13783038	31921
13815152	31921
13783581	31921
13854649	31921
13240514	31921
13809207	31921
5074774	31921
32613	31921
13841213	31921
13780719	31921
32823	31921
13844690	31921
13794226	31921
8268321	7999699
8000118	7999699
8005260	7999699
6016853	7999699
8000304	7999699
13873213	7999699
6016276	7999699
8000881	7999699
8001441	7999699
8001685	7999699
8001344	7999699
8005954	7999699
8001209	7999699
8000644	7999699
9190918	7347
14778436	7347
9900711	7347
14540564	7347
14541044	7347
9504915	7347
10009926	7347
11417561	7347
9504603	7347
9503682	7347
10378412	7347
7846	7347
10461424	7347
9503877	7347
9504464	7347
10757918	7347
14582535	20827
14582220	20827
15109745	20827
14939445	20827
14583573	20827
15004501	20827
9428967	20827
14956661	20827
15046900	20827
15047849	20827
19613	20827
20090	20827
14981183	20827
15110956	20827
14582025	20827
9238143	2684
3009633	2684
9251689	2684
3149951	2684
9267490	2684
3233423	2684
3338648	2684
9279458	2684
9281777	2684
9283193	2684
9287968	2684
9295338	2684
9300905	2684
9302031	2684
3532080	2684
9308398	2684
